UNITNUM,COUNTYNAME,COUNTY,VTDNAME,VTDCODE,TOT_POP,TOT_WHITE,TOT_BLACK,TOT_ASIAN,TOT_AMIND,TOT_OTHER,TOT_HISPANIC,VAP_TOTAL,VAP_WHITE,VAP_BLACK,VAP_ASIAN,VAP_AMIND,VAP_OTHER,VAP_HISPANIC,REG_TOTAL_25_12,REG_WHITE_25_12,REG_BLACK_25_12,REG_OTHER_25_12,REG_DEM_TOTAL_25_12,REG_DEM_WHITE_25_12,REG_DEM_BLACK_25_12,REG_DEM_OTHER_25_12,REG_REP_TOTAL_25_12,REG_REP_WHITE_25_12,REG_REP_BLACK_25_12,REG_REP_OTHER_25_12,REG_OTH_TOTAL_25_12,REG_OTH_WHITE_25_12,REG_OTH_BLACK_25_12,REG_OTH_OTHER_25_12
3374,Caldwell,021,4-1,220210004-1,169,94,72,1,0,2,4,138,80,55,1,0,2,3,121,74,45,2,48,8,40,0,45,43,0,2,28,23,5,0
3382,Caldwell,021,4-2,220210004-2,1046,434,563,5,11,33,31,757,369,348,5,10,25,27,455,185,264,6,228,37,191,0,116,107,8,1,111,41,65,5
3379,Caldwell,021,5-1,220210005-1,404,355,35,1,3,10,11,305,268,29,1,3,4,7,275,251,20,4,52,36,16,0,161,154,3,4,62,61,1,0
3384,Caldwell,021,5-2,220210005-2,444,340,85,0,15,4,5,307,250,42,0,11,4,5,259,236,18,5,48,32,15,1,142,140,0,2,69,64,3,2
3381,Caldwell,021,5-3,220210005-3,492,442,25,2,5,18,12,370,334,21,2,4,9,8,305,281,18,6,53,43,10,0,179,177,1,1,73,61,7,5
3385,Caldwell,021,6-1,220210006-1,720,635,52,3,19,11,10,564,500,37,3,17,7,5,410,385,19,6,89,70,18,1,228,225,0,3,93,90,1,2
7883,Caldwell,021,6-2,220210006-2,184,175,6,0,2,1,2,128,123,3,0,2,0,1,120,119,1,0,20,19,1,0,67,67,0,0,33,33,0,0
3387,Caldwell,021,6-3,220210006-3,1052,533,486,8,7,18,31,925,447,452,8,3,15,28,243,147,85,11,84,25,58,1,81,74,2,5,78,48,25,5
3380,Caldwell,021,7-1,220210007-1,670,606,42,3,15,4,10,523,472,32,2,13,4,7,445,422,18,5,89,71,17,1,283,280,0,3,73,71,1,1
3388,Caldwell,021,7-2,220210007-2,471,462,7,0,2,0,10,355,351,4,0,0,0,9,285,281,1,3,45,44,1,0,187,185,0,2,53,52,0,1
3389,Caldwell,021,7-3,220210007-3,200,184,9,1,2,4,5,158,143,8,1,2,4,0,114,111,1,2,18,18,0,0,72,71,0,1,24,22,1,1
827,Cameron,023,1,22023000001,309,298,3,1,1,6,6,240,235,0,1,1,3,4,228,228,0,0,52,52,0,0,128,128,0,0,48,48,0,0
836,Cameron,023,13,22023000013,537,496,26,0,8,7,12,436,405,22,0,5,4,9,226,220,6,0,64,62,2,0,117,116,1,0,45,42,3,0
838,Cameron,023,15,22023000015,313,276,15,0,8,14,8,261,231,13,0,4,13,8,156,141,12,3,44,33,11,0,72,71,1,0,40,37,0,3
830,Cameron,023,16A,2202300016A,839,790,12,2,9,26,35,646,618,5,1,3,19,19,676,649,8,19,156,151,3,2,337,324,3,10,183,174,2,7
831,Cameron,023,16B,2202300016B,913,853,12,6,9,33,49,653,618,5,3,9,18,30,687,665,1,21,128,127,0,1,387,379,1,7,172,159,0,13
834,Cameron,023,17,22023000017,203,186,4,0,1,12,13,187,174,1,0,1,11,12,142,138,1,3,43,43,0,0,65,65,0,0,34,30,1,3
828,Cameron,023,4,22023000004,926,890,8,10,7,11,22,733,709,6,8,2,8,15,706,698,0,8,182,179,0,3,372,368,0,4,152,151,0,1
833,Cameron,023,5N,2202300005N,555,517,17,4,7,10,11,415,386,12,3,7,7,8,433,408,13,12,62,52,7,3,268,262,1,5,103,94,5,4
832,Cameron,023,5S,2202300005S,769,691,22,5,20,31,34,575,526,11,5,11,22,20,501,478,6,17,82,80,2,0,274,264,2,8,145,134,2,9
837,Cameron,023,8,22023000008,56,45,2,2,4,3,4,49,41,0,2,3,3,3,40,38,2,0,10,9,1,0,17,17,0,0,13,12,1,0
840,Cameron,023,9,22023000009,197,190,4,0,1,2,3,163,157,4,0,1,1,2,129,127,0,2,21,20,0,1,81,81,0,0,27,26,0,1
261,Catahoula,025,1-1,220250001-1,431,341,63,3,11,13,22,348,284,45,3,4,12,17,288,242,40,6,83,53,29,1,135,131,3,1,70,58,8,4
4185,Catahoula,025,1-1A,22025001-1A,16,9,2,1,2,2,1,12,8,1,0,1,2,0,3,3,0,0,0,0,0,0,2,2,0,0,1,1,0,0
262,Catahoula,025,1-2,220250001-2,456,179,260,1,9,7,8,310,151,145,1,7,6,6,221,122,91,8,113,33,76,4,67,63,4,0,41,26,11,4
264,Catahoula,025,1-3,220250001-3,8,4,2,0,1,1,1,4,4,0,0,0,0,0,13,13,0,0,3,3,0,0,8,8,0,0,2,2,0,0
275,Catahoula,025,1-4,220250001-4,166,150,11,3,0,2,1,137,126,9,0,0,2,1,99,93,6,0,16,12,4,0,65,65,0,0,18,16,2,0
265,Catahoula,025,2-1,220250002-1,314,68,229,0,10,7,3,248,59,175,0,9,5,1,221,63,156,2,138,18,119,1,36,31,4,1,47,14,33,0
4184,Catahoula,025,2-1A,22025002-1A,52,28,24,0,0,0,0,45,21,24,0,0,0,0,48,27,20,1,23,8,15,0,16,14,1,1,9,5,4,0
263,Catahoula,025,2-2,220250002-2,472,395,66,2,4,5,10,370,305,56,1,4,4,4,325,286,36,3,79,47,31,1,167,167,0,0,79,72,5,2
267,Catahoula,025,3-1,220250003-1,375,361,4,1,5,4,9,282,269,3,1,5,4,7,235,233,0,2,38,38,0,0,150,148,0,2,47,47,0,0
266,Catahoula,025,3-2,220250003-2,582,553,12,5,5,7,9,447,428,8,5,2,4,2,401,395,5,1,82,78,4,0,228,227,0,1,91,90,1,0
273,Catahoula,025,4-1,220250004-1,277,198,60,1,0,18,18,218,156,44,1,0,17,17,236,180,54,2,73,28,44,1,113,112,0,1,50,40,10,0
272,Catahoula,025,4-2,220250004-2,1124,597,45,11,10,461,473,969,453,39,10,8,459,467,464,437,26,1,98,79,19,0,281,280,1,0,85,78,6,1
274,Catahoula,025,5-1,220250005-1,972,922,32,1,14,3,4,756,723,20,0,11,2,2,688,664,19,5,124,111,12,1,392,388,2,2,172,165,5,2
276,Catahoula,025,6-1,220250006-1,795,669,83,6,26,11,17,608,509,66,4,22,7,10,483,446,32,5,105,80,24,1,272,268,0,4,106,98,8,0
277,Catahoula,025,6-2,220250006-2,122,105,15,2,0,0,2,98,88,10,0,0,0,2,89,77,8,4,28,17,8,3,38,37,0,1,23,23,0,0
278,Catahoula,025,6-3,220250006-3,23,18,5,0,0,0,0,19,17,2,0,0,0,0,39,39,0,0,7,7,0,0,25,25,0,0,7,7,0,0
4187,Catahoula,025,6-3A,22025006-3A,81,52,27,0,0,2,0,68,43,23,0,0,2,0,55,34,21,0,26,7,19,0,16,16,0,0,13,11,2,0
279,Catahoula,025,6-5,220250006-5,85,35,47,0,2,1,2,58,32,26,0,0,0,0,49,21,26,2,27,8,18,1,11,10,1,0,11,3,7,1
4188,Catahoula,025,6-5A,22025006-5A,8,8,0,0,0,0,0,8,8,0,0,0,0,0,10,8,2,0,2,0,2,0,3,3,0,0,5,5,0,0
280,Catahoula,025,7-1,220250007-1,503,32,469,1,0,1,4,382,24,356,1,0,1,1,331,2,328,1,262,2,260,0,9,0,9,0,60,0,59,1
4186,Catahoula,025,7-1A,22025007-1A,139,15,123,0,0,1,0,95,9,85,0,0,1,0,89,1,88,0,70,1,69,0,3,0,3,0,16,0,16,0
281,Catahoula,025,7-3,220250007-3,242,77,155,1,2,7,6,182,64,114,1,0,3,3,136,64,70,2,72,17,55,0,30,25,5,0,34,22,10,2
285,Catahoula,025,7-5,220250007-5,65,8,54,0,0,3,3,46,5,41,0,0,0,0,53,1,52,0,46,1,45,0,2,0,2,0,5,0,5,0
282,Catahoula,025,8-1,220250008-1,698,193,490,3,3,9,11,521,163,348,3,2,5,8,418,105,312,1,270,31,238,1,65,58,7,0,83,16,67,0
271,Catahoula,025,9-1,220250009-1,172,171,1,0,0,0,0,135,134,1,0,0,0,0,110,110,0,0,10,10,0,0,80,80,0,0,20,20,0,0
268,Catahoula,025,9-2,220250009-2,284,231,47,0,4,2,3,225,181,41,0,3,0,3,226,187,37,2,68,35,33,0,123,122,0,1,35,30,4,1
270,Catahoula,025,9-3,220250009-3,212,183,16,2,9,2,7,170,147,12,1,9,1,7,162,157,1,4,52,51,1,0,68,65,0,3,42,41,0,1
269,Catahoula,025,9-4,220250009-4,232,174,53,2,2,1,0,190,146,42,1,0,1,0,134,94,39,1,66,33,33,0,40,39,0,1,28,22,6,0
927,Claiborne,027,1,22027000001,985,558,394,11,13,9,10,794,468,300,8,13,5,7,628,387,230,11,193,43,148,2,291,272,17,2,144,72,65,7
949,Claiborne,027,10,22027000010,393,104,274,3,7,5,3,299,69,216,3,7,4,2,276,75,196,5,170,12,155,3,58,47,9,2,48,16,32,0
6730,Claiborne,027,11A,2202700011A,94,59,32,0,2,1,1,84,50,31,0,2,1,1,42,34,8,0,7,1,6,0,25,24,1,0,10,9,1,0
929,Claiborne,027,21,22027000021,118,108,7,0,1,2,2,99,90,6,0,1,2,2,68,67,0,1,12,12,0,0,42,41,0,1,14,14,0,0
931,Claiborne,027,3,22027000003,636,474,132,5,20,5,7,517,389,113,1,11,3,4,385,306,70,9,86,28,57,1,200,195,2,3,99,83,11,5
930,Claiborne,027,31,22027000031,2886,1742,957,13,22,152,306,2630,1647,817,10,15,141,289,725,443,269,13,261,55,199,7,298,286,8,4,166,102,62,2
937,Claiborne,027,34,22027000034,510,132,346,6,23,3,11,416,120,271,2,20,3,7,286,60,221,5,181,6,172,3,47,41,5,1,58,13,44,1
933,Claiborne,027,35,22027000035,82,54,25,0,3,0,1,70,43,25,0,2,0,0,43,33,10,0,9,1,8,0,26,26,0,0,8,6,2,0
936,Claiborne,027,36,22027000036,690,148,535,1,2,4,8,482,122,356,1,0,3,6,304,80,217,7,185,13,169,3,48,41,5,2,71,26,43,2
932,Claiborne,027,37,22027000037,19,6,12,1,0,0,1,14,3,11,0,0,0,0,16,10,6,0,8,3,5,0,7,7,0,0,1,0,1,0
934,Claiborne,027,41,22027000041,364,256,94,1,10,3,6,281,188,83,0,7,3,3,214,175,37,2,47,17,30,0,113,110,1,2,54,48,6,0
939,Claiborne,027,42,22027000042,325,288,28,0,4,5,3,268,239,24,0,2,3,1,227,205,18,4,31,19,12,0,142,140,0,2,54,46,6,2
938,Claiborne,027,5,22027000005,695,350,309,1,10,25,26,555,285,243,0,9,18,15,472,294,169,9,174,31,139,4,202,197,3,2,96,66,27,3
941,Claiborne,027,51,22027000051,237,158,69,2,4,4,3,192,132,53,1,3,3,3,181,126,52,3,54,17,37,0,83,80,1,2,44,29,14,1
943,Claiborne,027,7,22027000007,1209,856,317,10,9,17,19,970,731,223,3,7,6,14,794,634,153,7,195,80,114,1,432,422,7,3,167,132,32,3
947,Claiborne,027,8,22027000008,742,256,453,12,12,9,17,569,200,343,11,7,8,12,521,176,327,18,293,26,263,4,103,97,3,3,125,53,61,11
948,Claiborne,027,81,22027000081,173,114,59,0,0,0,1,143,95,48,0,0,0,0,119,85,33,1,38,8,30,0,55,53,1,1,26,24,2,0
6735,Claiborne,027,84A,2202700084A,577,172,386,6,7,6,16,418,148,256,3,6,5,13,234,78,151,5,109,14,92,3,52,48,4,0,73,16,55,2
7881,Claiborne,027,85,22027000085,419,102,310,0,4,3,1,298,83,214,0,0,1,1,195,58,134,3,113,8,103,2,37,30,6,1,45,20,25,0
946,Claiborne,027,87,22027000087,674,63,593,7,7,4,10,505,47,443,7,4,4,4,351,36,311,4,243,7,234,2,30,19,10,1,78,10,67,1
945,Claiborne,027,88,22027000088,584,329,239,2,7,7,5,481,289,177,1,7,7,5,368,240,119,9,128,40,86,2,140,136,1,3,100,64,32,4
928,Claiborne,027,91,22027000091,104,94,6,0,2,2,5,90,81,5,0,2,2,4,56,56,0,0,7,7,0,0,30,30,0,0,19,19,0,0
950,Claiborne,027,92,22027000092,710,622,70,3,11,4,6,630,561,51,3,11,4,4,481,442,33,6,72,47,24,1,296,288,3,5,113,107,6,0
940,Claiborne,027,93,22027000093,835,164,660,4,3,4,9,620,135,477,1,3,4,5,375,67,302,6,239,16,219,4,40,29,11,0,96,22,72,2
951,Claiborne,027,96,22027000096,109,54,53,0,2,0,2,82,43,38,0,1,0,1,78,44,32,2,29,5,24,0,29,28,0,1,20,11,8,1
405,Concordia,029,1-1,220290001-1,2005,82,1882,9,15,17,36,1346,59,1260,6,13,8,18,934,31,898,5,760,4,755,1,40,20,20,0,134,7,123,4
404,Concordia,029,1-3,220290001-3,1127,921,174,3,12,17,23,974,815,134,3,11,11,12,787,683,92,12,181,99,79,3,458,453,0,5,148,131,13,4
4192,Concordia,029,1-3A,22029001-3A,79,64,13,0,0,2,1,54,49,3,0,0,2,1,46,45,1,0,7,6,1,0,30,30,0,0,9,9,0,0
407,Concordia,029,1-4,220290001-4,584,144,431,1,3,5,6,416,118,292,1,1,4,3,291,74,214,3,208,23,183,2,29,26,3,0,54,25,28,1
408,Concordia,029,2-1,220290002-1,1934,598,1250,14,14,58,75,1462,426,978,12,10,36,51,1079,304,756,19,695,46,637,12,192,177,13,2,192,81,106,5
410,Concordia,029,3-1,220290003-1,753,604,108,8,8,25,32,550,465,66,3,5,11,11,409,360,39,10,96,56,37,3,236,233,1,2,77,71,1,5
412,Concordia,029,3-2,220290003-2,1037,870,128,10,7,22,28,713,601,86,9,7,10,16,566,480,63,23,121,74,44,3,279,273,1,5,166,133,18,15
409,Concordia,029,3-3,220290003-3,1249,1031,162,0,34,22,36,918,775,103,0,25,15,20,732,656,66,10,135,83,51,1,388,381,3,4,209,192,12,5
411,Concordia,029,3-4,220290003-4,1135,967,99,19,23,27,27,839,725,67,10,19,18,18,718,637,56,25,110,66,40,4,437,423,4,10,171,148,12,11
414,Concordia,029,4-1,220290004-1,583,283,269,1,12,18,23,426,243,164,1,7,11,14,227,142,74,11,99,34,61,4,66,65,0,1,62,43,13,6
413,Concordia,029,4-2,220290004-2,2283,1246,882,48,23,84,119,1943,1048,757,47,12,79,110,690,417,259,14,305,76,224,5,243,233,6,4,142,108,29,5
415,Concordia,029,4-3,220290004-3,774,239,523,1,5,6,5,588,180,398,0,5,5,4,375,81,292,2,270,22,247,1,41,37,4,0,64,22,41,1
416,Concordia,029,4-4,220290004-4,1155,307,831,2,6,9,20,904,271,619,2,5,7,17,674,181,483,10,442,45,393,4,108,98,9,1,124,38,81,5
420,Concordia,029,5-1,220290005-1,1223,433,767,2,11,10,11,908,371,516,2,11,8,7,598,314,276,8,285,55,228,2,204,195,7,2,109,64,41,4
421,Concordia,029,5-4,220290005-4,731,534,172,2,22,1,2,599,437,146,2,14,0,1,473,361,107,5,145,51,91,3,248,245,2,1,80,65,14,1
419,Concordia,029,5-5,220290005-5,1168,1112,24,1,25,6,11,906,874,14,1,14,3,5,660,644,10,6,101,91,10,0,414,411,0,3,145,142,0,3
422,Concordia,029,5-6,220290005-6,867,840,10,1,13,3,4,671,651,10,1,8,1,2,582,574,3,5,99,97,2,0,340,338,1,1,143,139,0,4
365,De Soto,031,1,22031000001,2066,365,1602,17,13,69,91,1551,341,1131,12,10,57,72,1046,127,883,40,782,34,728,21,77,59,11,7,192,37,144,14
342,De Soto,031,10,22031000010,2284,1456,700,2,59,67,65,1738,1150,505,2,44,37,37,1303,877,403,23,453,131,318,4,540,527,9,4,310,219,76,15
338,De Soto,031,11,22031000011,624,475,104,2,27,16,16,529,413,82,2,21,11,11,483,403,71,5,101,46,54,1,274,265,2,3,117,92,11,3
360,De Soto,031,16,22031000016,996,824,94,3,36,39,32,752,628,73,3,26,22,18,1177,1002,123,52,160,65,87,8,754,717,8,29,263,220,28,15
375,De Soto,031,22,22031000022,973,798,49,2,67,57,68,733,607,29,1,57,39,43,494,449,22,23,49,31,15,3,302,288,0,14,143,130,7,6
349,De Soto,031,23,22031000023,2458,2016,228,21,98,95,85,1834,1526,162,15,69,62,59,1730,1524,127,79,218,122,85,11,1084,1041,3,40,428,361,39,28
362,De Soto,031,26,22031000026,515,291,196,2,13,13,9,420,242,152,2,12,12,7,304,171,124,9,132,28,99,5,106,99,4,3,66,44,21,1
346,De Soto,031,28,22031000028,923,733,147,0,18,25,29,786,628,124,0,11,23,25,684,566,101,21,136,53,78,5,402,396,2,8,137,117,25,6
348,De Soto,031,30,22031000030,1441,1161,166,17,56,41,44,997,809,110,10,47,21,25,739,615,97,27,123,41,80,2,419,407,1,11,197,167,16,14
6563,De Soto,031,30A,2203100030A,136,119,15,0,0,2,0,102,88,12,0,0,2,0,113,101,8,4,11,5,6,0,75,72,0,3,27,24,2,1
351,De Soto,031,31,22031000031,500,208,265,2,18,7,10,385,161,205,0,14,5,7,333,160,159,14,162,20,139,3,93,87,1,5,78,53,19,6
350,De Soto,031,32,22031000032,529,255,256,4,5,9,19,431,205,212,4,4,6,11,389,177,199,13,203,21,175,7,111,104,4,3,75,52,20,3
372,De Soto,031,33,22031000033,1992,1214,651,8,81,38,30,1528,933,498,6,63,28,21,1456,1024,374,58,389,78,295,16,697,664,9,24,370,282,70,18
339,De Soto,031,34,22031000034,2274,1601,525,6,93,49,72,1611,1126,396,3,62,24,47,1455,1091,308,56,332,74,251,7,818,777,5,36,305,240,52,13
340,De Soto,031,35,22031000035,695,510,132,1,21,31,28,530,399,102,0,13,16,12,441,376,52,13,98,46,47,5,248,242,1,5,95,88,4,3
368,De Soto,031,38,22031000038,1102,335,699,9,30,29,37,871,283,532,9,25,22,28,585,212,357,16,324,38,280,6,138,130,6,2,123,44,71,8
376,De Soto,031,4,22031000004,811,194,592,1,11,13,16,651,167,469,1,7,7,8,486,113,357,12,315,13,298,3,79,72,3,4,87,25,56,3
374,De Soto,031,42,22031000042,508,252,234,3,12,7,12,418,201,198,3,12,4,6,318,158,151,9,155,29,123,3,98,94,1,3,65,35,27,3
344,De Soto,031,46,22031000046,829,731,56,0,11,31,22,646,583,39,0,9,15,8,562,525,27,10,109,87,21,1,316,311,2,3,137,127,4,6
6558,De Soto,031,46B,2203100046B,331,169,145,2,3,12,13,265,137,113,1,3,11,12,167,97,66,4,65,9,56,0,66,64,0,2,36,24,10,2
370,De Soto,031,5,22031000005,2155,445,1663,7,19,21,23,1624,383,1210,4,10,17,12,1233,256,952,23,878,62,803,9,155,143,10,2,196,46,138,12
343,De Soto,031,51,22031000051,568,474,73,0,14,7,9,443,369,59,0,11,4,6,398,353,35,10,63,34,29,0,245,237,2,6,90,82,4,4
364,De Soto,031,53,22031000053,304,200,88,0,11,5,6,234,148,72,0,10,4,6,190,147,39,4,55,22,33,0,92,88,1,3,43,37,5,1
361,De Soto,031,56,22031000056,349,216,119,0,7,7,7,290,178,100,0,6,6,5,224,134,85,5,109,30,77,2,87,86,1,0,28,18,7,3
367,De Soto,031,59,22031000059,888,87,786,5,6,4,12,636,74,550,5,3,4,5,395,43,344,10,293,8,283,6,36,32,4,0,69,8,58,4
371,De Soto,031,9,22031000009,561,155,388,3,11,4,7,435,130,290,3,8,4,4,365,133,226,6,217,26,189,2,83,79,2,2,66,28,35,2
2933,East Baton Rouge,033,1-1,220330001-1,2002,1332,450,90,27,103,138,1892,1282,402,86,26,96,129,901,625,215,61,403,232,154,17,174,154,4,16,324,239,57,28
2875,East Baton Rouge,033,1-10,22033001-10,1318,24,1287,3,1,3,15,955,16,935,3,0,1,7,690,15,660,15,545,3,536,6,12,2,10,0,133,10,114,9
2811,East Baton Rouge,033,1-100,2203301-100,2691,27,2613,0,11,40,41,2536,27,2458,0,11,40,41,1221,11,1119,91,795,2,751,42,14,1,10,3,412,8,358,46
2854,East Baton Rouge,033,1-101,2203301-101,803,5,794,2,0,2,9,657,5,649,2,0,1,2,518,2,504,12,422,0,417,5,12,1,9,2,84,1,78,5
2816,East Baton Rouge,033,1-102,2203301-102,3460,1058,1881,280,31,210,224,2935,1012,1456,253,29,185,187,798,324,406,68,396,107,272,17,87,71,12,4,315,146,122,47
2880,East Baton Rouge,033,1-103,2203301-103,2546,1315,947,107,10,167,191,2068,1126,711,91,10,130,153,1130,781,273,76,333,125,190,18,484,455,4,25,313,201,79,33
2900,East Baton Rouge,033,1-104,2203301-104,3808,484,3199,29,20,76,100,2906,446,2369,17,16,58,69,1289,181,1056,52,872,63,787,22,94,62,25,7,323,56,244,23
2812,East Baton Rouge,033,1-105,2203301-105,1780,1406,193,101,23,57,74,1405,1128,142,78,14,43,56,1154,1004,87,63,204,125,63,16,686,664,1,21,264,215,23,26
8354,East Baton Rouge,033,1-106,2203301-106,1762,1499,103,68,12,80,97,1415,1192,85,57,11,69,80,1038,981,11,46,173,149,11,13,618,602,0,16,247,230,0,17
2815,East Baton Rouge,033,1-107,2203301-107,1353,718,444,63,41,87,99,1082,615,331,44,32,60,67,787,441,267,79,327,103,202,22,201,179,4,18,259,159,61,39
3368,East Baton Rouge,033,1-11,22033001-11,1567,64,1475,1,4,23,31,1177,56,1106,0,3,12,13,832,18,788,26,628,11,607,10,18,4,14,0,186,3,167,16
2936,East Baton Rouge,033,1-12,22033001-12,1521,1303,55,80,16,67,89,1264,1091,41,66,14,52,60,1064,939,32,93,271,223,25,23,463,440,1,22,330,276,6,48
2831,East Baton Rouge,033,1-13,22033001-13,1350,203,1088,24,16,19,33,1022,185,781,24,16,16,24,454,61,367,26,295,23,262,10,25,16,8,1,134,22,97,15
2909,East Baton Rouge,033,1-14,22033001-14,1628,21,1582,2,2,21,21,1269,19,1235,0,1,14,13,968,7,942,19,773,4,758,11,20,1,19,0,175,2,165,8
2801,East Baton Rouge,033,1-15,22033001-15,1900,12,1873,0,4,11,18,1415,10,1392,0,3,10,15,1133,15,1087,31,876,13,847,16,32,1,29,2,225,1,211,13
2975,East Baton Rouge,033,1-16,22033001-16,1199,23,1166,1,4,5,7,881,22,850,1,4,4,3,583,5,565,13,457,0,448,9,10,1,9,0,116,4,108,4
2974,East Baton Rouge,033,1-18,22033001-18,1400,145,1228,8,0,19,27,1063,133,906,8,0,16,23,580,53,511,16,406,23,376,7,25,14,10,1,149,16,125,8
2942,East Baton Rouge,033,1-19,22033001-19,931,22,896,3,5,5,8,678,18,649,1,5,5,7,389,9,366,14,294,4,283,7,11,4,6,1,84,1,77,6
2904,East Baton Rouge,033,1-2,220330001-2,3967,121,3357,9,42,438,513,2829,110,2363,4,37,315,378,784,19,735,30,538,7,519,12,18,2,14,2,228,10,202,16
3369,East Baton Rouge,033,1-20,22033001-20,3402,262,1915,255,33,937,1032,2348,218,1343,203,24,560,622,1201,90,1006,105,841,31,778,32,76,32,21,23,284,27,207,50
2828,East Baton Rouge,033,1-21,22033001-21,707,29,674,0,1,3,7,547,26,518,0,0,3,5,333,9,315,9,266,4,258,4,8,1,7,0,59,4,50,5
2941,East Baton Rouge,033,1-22,22033001-22,760,17,740,1,2,0,6,569,17,550,1,1,0,3,347,7,329,11,249,1,242,6,8,1,6,1,90,5,81,4
2937,East Baton Rouge,033,1-23,22033001-23,1812,78,1716,3,7,8,15,1200,65,1125,2,5,3,8,695,18,659,18,464,4,456,4,21,4,15,2,210,10,188,12
2939,East Baton Rouge,033,1-24,22033001-24,1838,68,1743,6,5,16,23,1353,67,1267,5,5,9,15,806,32,748,26,619,8,596,15,16,6,8,2,171,18,144,9
2940,East Baton Rouge,033,1-25,22033001-25,1844,60,1759,7,2,16,22,1357,59,1288,1,2,7,16,888,33,826,29,678,14,649,15,17,5,11,1,193,14,166,13
2907,East Baton Rouge,033,1-26,22033001-26,1265,24,1208,4,6,23,21,895,19,852,3,4,17,12,521,9,501,11,372,5,360,7,18,1,17,0,131,3,124,4
2774,East Baton Rouge,033,1-27,22033001-27,1603,52,1543,1,0,7,9,1215,43,1166,1,0,5,7,787,13,755,19,607,8,590,9,13,3,10,0,167,2,155,10
2910,East Baton Rouge,033,1-28,22033001-28,1448,34,1398,4,2,10,24,1046,28,1010,1,2,5,16,787,15,742,30,581,7,567,7,25,5,18,2,181,3,157,21
2803,East Baton Rouge,033,1-29,22033001-29,1378,24,1345,0,3,6,16,1003,22,976,0,3,2,11,721,14,680,27,539,8,516,15,22,2,18,2,160,4,146,10
2822,East Baton Rouge,033,1-3,220330001-3,593,133,439,7,3,11,20,502,117,365,6,3,11,17,310,75,210,25,196,27,163,6,22,17,3,2,92,31,44,17
2911,East Baton Rouge,033,1-30,22033001-30,1226,31,1178,3,2,12,20,916,29,873,3,2,9,15,583,4,563,16,451,2,442,7,20,2,17,1,112,0,104,8
2908,East Baton Rouge,033,1-31,22033001-31,3381,158,3142,8,26,47,71,2393,136,2192,8,20,37,53,1175,45,1096,34,858,22,819,17,34,11,21,2,283,12,256,15
2876,East Baton Rouge,033,1-32,22033001-32,1556,17,1519,7,5,8,25,1193,15,1166,5,2,5,18,828,6,804,18,627,3,616,8,13,0,13,0,188,3,175,10
2882,East Baton Rouge,033,1-33,22033001-33,1071,679,303,19,14,56,56,890,594,218,15,13,50,48,665,470,153,42,268,135,116,17,174,164,3,7,223,171,34,18
2934,East Baton Rouge,033,1-34,22033001-34,1670,1525,42,27,15,61,66,1264,1157,30,19,10,48,50,1363,1262,42,59,242,203,29,10,746,721,0,25,375,338,13,24
2906,East Baton Rouge,033,1-35,22033001-35,1222,913,200,21,34,54,71,1006,760,169,14,32,31,42,726,579,101,46,281,191,73,17,198,189,4,5,247,199,24,24
2795,East Baton Rouge,033,1-36,22033001-36,2102,253,1753,19,17,60,74,1423,214,1136,14,13,46,46,972,179,739,54,618,65,534,19,74,46,19,9,280,68,186,26
2777,East Baton Rouge,033,1-37,22033001-37,2305,832,1372,22,16,63,92,2025,792,1152,18,12,51,79,1087,462,552,73,686,217,437,32,118,98,10,10,283,147,105,31
2807,East Baton Rouge,033,1-38,22033001-38,1640,400,1194,11,10,25,24,1270,351,882,9,9,19,14,844,257,538,49,545,118,405,22,52,39,12,1,247,100,121,26
2800,East Baton Rouge,033,1-39,22033001-39,1216,848,279,26,9,54,63,933,651,216,22,6,38,44,848,678,131,39,250,137,102,11,387,371,3,13,211,170,26,15
2766,East Baton Rouge,033,1-4,220330001-4,678,59,598,10,4,7,8,513,40,455,8,3,7,6,281,12,258,11,217,5,205,7,5,0,5,0,59,7,48,4
2799,East Baton Rouge,033,1-40,22033001-40,1202,903,201,19,30,49,52,1026,782,161,17,27,39,47,705,552,103,50,281,192,70,19,177,171,2,4,247,189,31,27
2887,East Baton Rouge,033,1-41,22033001-41,1636,1361,117,53,30,75,78,1377,1148,93,44,27,65,61,1118,967,71,80,272,199,49,24,482,462,2,18,364,306,20,38
2786,East Baton Rouge,033,1-42,22033001-42,2794,2492,51,77,56,118,124,2323,2075,34,67,52,95,101,1567,1471,18,78,350,315,13,22,694,673,0,21,523,483,5,35
2823,East Baton Rouge,033,1-43,22033001-43,1545,1159,214,73,22,77,85,1265,964,171,54,15,61,64,911,807,56,48,238,189,40,9,419,403,1,15,254,215,15,24
2932,East Baton Rouge,033,1-44,22033001-44,5702,4344,923,244,27,164,319,5577,4292,868,237,25,155,310,742,466,187,89,306,153,118,35,137,124,5,8,299,189,64,46
2918,East Baton Rouge,033,1-45,22033001-45,1222,29,1127,33,8,25,26,944,23,875,20,8,18,22,622,10,597,15,492,2,482,8,16,3,13,0,114,5,102,7
2809,East Baton Rouge,033,1-46,22033001-46,4969,2930,1619,206,36,178,390,4900,2915,1587,201,34,163,374,138,54,62,22,65,22,39,4,9,6,0,3,64,26,23,15
